SN,Area,Perimeter,Major_Axis_Length,Norm_Major_Axis,Minor_Axis_Length,Norm_Minor_Axis,Convex_Area,Equiv_Diameter,Eccentricity,Solidity,Extent,Roundness,Binned_Roundness,Aspect_Ration,Compactness,Class,Bi-level Class
328131,84726,1133.008,455.7148,-0.015773612,237.8724,0.557778845,85348,328.4456,0.853,0.9927,0.7421,0.8294,0.8,1.9158,0.7207,Çerçevelik,1
328132,77944,1072.146,426.5796,-0.533864397,233.7098,0.530686734,78432,315.026,0.8366,0.9938,0.6677,0.8521,0.9,1.8253,0.7385,Çerçevelik,1
328135,87034,1162.092,470.0361,0.238892001,237.0354,0.552331265,88251,332.8891,0.8635,0.9862,0.7623,0.8099,0.8,1.983,0.7082,Çerçevelik,1
328138,87735,1170.768,470.9619,0.255354852,237.9831,0.558499332,88716,334.227,0.8629,0.9889,0.7415,0.8043,0.8,1.979,0.7097,Çerçevelik,1
328141,59905,938.394,364.1592,-1.6438425,210.1456,0.377320103,60595,276.1764,0.8167,0.9886,0.753,0.8549,0.9,1.7329,0.7584,Çerçevelik,1
328144,57012,906.564,343.189,-2.016740828,213.5493,0.399472945,57758,269.4252,0.7828,0.9871,0.6875,0.8717,0.9,1.6071,0.7851,Çerçevelik,1
328148,86429,1116.46,429.9511,-0.473911382,257.0631,0.68268073,87142,331.73,0.8016,0.9918,0.7385,0.8713,0.9,1.6726,0.7716,Çerçevelik,1
328151,95746,1196.392,468.372,0.20930048,260.9647,0.708074134,96617,349.1527,0.8304,0.991,0.7322,0.8406,0.8,1.7948,0.7455,Çerçevelik,1
328154,93850,1199.221,473.8017,0.305853019,253.7194,0.660918396,94937,345.6784,0.8445,0.9886,0.664,0.8201,0.8,1.8674,0.7296,Çerçevelik,1
328158,84985,1117.917,436.4484,-0.358374462,248.6851,0.62815286,85688,328.9472,0.8218,0.9918,0.7147,0.8545,0.9,1.755,0.7537,Çerçevelik,1
328160,63711,975.1,382.7031,-1.314089359,212.7203,0.394077432,64491,284.8146,0.8313,0.9879,0.6592,0.842,0.8,1.7991,0.7442,Çerçevelik,1
328162,63873,970.898,380.6654,-1.350324346,214.3717,0.404825502,64512,285.1765,0.8264,0.9901,0.7402,0.8515,0.9,1.7757,0.7492,Çerçevelik,1
328164,89789,1169.828,461.9005,0.094222344,248.8341,0.629122621,90826,338.1167,0.8425,0.9886,0.7275,0.8245,0.8,1.8563,0.732,Çerçevelik,1
328167,69296,1032.322,415.7028,-0.727278887,213.0216,0.396038431,69882,297.036,0.8587,0.9916,0.6516,0.8171,0.8,1.9515,0.7145,Çerçevelik,1
328169,80926,1091.808,422.6966,-0.602913057,245.293,0.606075516,81729,320.9956,0.8144,0.9902,0.715,0.8531,0.9,1.7232,0.7594,Çerçevelik,1
328172,72365,1060.962,427.3863,-0.519519418,216.2376,0.416969635,73058,303.5424,0.8626,0.9905,0.6331,0.8079,0.8,1.9765,0.7102,Çerçevelik,1
328174,70303,1039.031,418.0061,-0.686320922,215.5899,0.412754107,70885,299.1865,0.8567,0.9918,0.6469,0.8183,0.8,1.9389,0.7157,Çerçevelik,1
328178,75768,1072.192,424.6478,-0.568216238,228.7744,0.498564885,76658,310.5975,0.8425,0.9884,0.6735,0.8282,0.8,1.8562,0.7314,Çerçevelik,1
328181,74979,1085.879,429.5682,-0.480720223,223.2346,0.462509323,76034,308.9761,0.8544,0.9861,0.6791,0.7991,0.8,1.9243,0.7193,Çerçevelik,1
328184,80741,1127.93,456.96,0.006368905,226.8658,0.48614284,81774,320.6285,0.8681,0.9874,0.6942,0.7975,0.8,2.0142,0.7017,Çerçevelik,1
328186,55858,899.532,347.4268,-1.941383009,205.9546,0.350043151,56394,266.6845,0.8053,0.9905,0.7083,0.8675,0.9,1.6869,0.7676,Çerçevelik,1
328188,84922,1104.95,419.5984,-0.65800617,258.7841,0.693881788,85609,328.8253,0.7872,0.992,0.7147,0.8741,0.9,1.6214,0.7837,Çerçevelik,1
328192,86416,1136.312,442.4914,-0.25091604,249.6675,0.63454677,87440,331.7051,0.8256,0.9883,0.6898,0.841,0.8,1.7723,0.7496,Çerçevelik,1
328195,71247,1040.019,410.6162,-0.81773032,222.1466,0.45542812,72077,301.1885,0.841,0.9885,0.7013,0.8277,0.8,1.8484,0.7335,Çerçevelik,1
328198,78327,1118.245,456.7791,0.003152087,219.2293,0.436440992,79180,315.799,0.8773,0.9892,0.7283,0.7871,0.8,2.0836,0.6914,Çerçevelik,1
328202,82864,1137.374,455.1352,-0.026080231,233.2743,0.5278523,83647,324.8164,0.8587,0.9906,0.7301,0.805,0.8,1.9511,0.7137,Çerçevelik,1
328205,66728,1006.806,400.8477,-0.99143669,213.2038,0.397224272,67373,291.4802,0.8468,0.9904,0.7201,0.8272,0.8,1.8801,0.7272,Çerçevelik,1
328207,83862,1122.349,439.5214,-0.303729463,243.7425,0.595984151,84730,326.7666,0.8321,0.9898,0.6668,0.8366,0.8,1.8032,0.7435,Çerçevelik,1
328210,75197,1071.949,425.9047,-0.545865669,225.5186,0.477374644,75890,309.4249,0.8483,0.9909,0.7417,0.8224,0.8,1.8886,0.7265,Çerçevelik,1
328214,72307,1043.625,408.1583,-0.861437428,226.2904,0.482397873,72918,303.4207,0.8322,0.9916,0.6656,0.8343,0.8,1.8037,0.7434,Çerçevelik,1
328218,55879,918.363,353.1879,-1.838937417,203.1549,0.331821418,56514,266.7346,0.818,0.9888,0.6792,0.8326,0.8,1.7385,0.7552,Çerçevelik,1
328220,67879,999.949,378.0646,-1.396572545,230.2247,0.508004103,68541,293.9834,0.7932,0.9903,0.7413,0.8531,0.9,1.6422,0.7776,Çerçevelik,1
328223,78351,1106.408,437.9891,-0.330977277,228.2666,0.495259889,79359,315.8474,0.8535,0.9873,0.7448,0.8043,0.8,1.9188,0.7211,Çerçevelik,1
328225,73178,1032.155,398.0622,-1.040969278,234.7812,0.537659897,73831,305.2427,0.8075,0.9912,0.6897,0.8632,0.9,1.6955,0.7668,Çerçevelik,1
328228,71802,1033.31,390.4901,-1.175618611,235.1907,0.540325111,72633,302.3593,0.7983,0.9886,0.7201,0.8451,0.8,1.6603,0.7743,Çerçevelik,1
328230,91385,1167.894,457.4622,0.015299174,255.104,0.669930008,92482,341.1085,0.8301,0.9881,0.7187,0.8419,0.8,1.7932,0.7457,Çerçevelik,1
328234,84810,1213.226,505.6155,0.871575465,214.8625,0.408019853,86020,328.6083,0.9052,0.9859,0.5465,0.7241,0.7,2.3532,0.6499,Çerçevelik,1
328237,86159,1153.708,444.88,-0.208441245,248.0075,0.623742728,87338,331.2115,0.8302,0.9865,0.6673,0.8134,0.8,1.7938,0.7445,Çerçevelik,1
328239,70809,1046.808,410.0354,-0.828058278,220.7203,0.446145105,71756,300.2613,0.8428,0.9868,0.716,0.812,0.8,1.8577,0.7323,Çerçevelik,1
328241,100266,1207.936,456.8741,0.004841405,279.9331,0.831529188,101252,357.2991,0.7903,0.9903,0.7079,0.8635,0.9,1.6321,0.7821,Çerçevelik,1
328243,75143,1032.369,397.2112,-1.056102013,241.3828,0.58062614,75724,309.3138,0.7942,0.9923,0.7404,0.886,0.9,1.6456,0.7787,Çerçevelik,1
328244,59729,935.054,351.2843,-1.872787798,217.6438,0.426121831,60476,275.7704,0.7849,0.9876,0.7135,0.8585,0.9,1.614,0.785,Çerçevelik,1
328248,64253,984.319,389.2851,-1.197046279,211.2346,0.384407815,65069,286.0235,0.84,0.9875,0.7335,0.8334,0.8,1.8429,0.7347,Çerçevelik,1
328250,87044,1125.883,423.9326,-0.580934137,262.8633,0.720431094,87868,332.9082,0.7846,0.9906,0.7154,0.8629,0.9,1.6127,0.7853,Çerçevelik,1
328254,75453,1078.559,420.1831,-0.647608861,229.6281,0.504121156,76491,309.9512,0.8375,0.9864,0.6545,0.8151,0.8,1.8298,0.7377,Çerçevelik,1
328256,72370,1055.123,418.4959,-0.677611152,221.098,0.44860335,73405,303.5529,0.849,0.9859,0.6399,0.8169,0.8,1.8928,0.7253,Çerçevelik,1
328258,88653,1119.885,420.8444,-0.635849427,269.7345,0.765152018,89471,335.971,0.7676,0.9909,0.713,0.8883,0.9,1.5602,0.7983,Çerçevelik,1
328260,91690,1168.462,454.0266,-0.045793686,257.9016,0.688138073,92579,341.6772,0.823,0.9904,0.7159,0.8439,0.8,1.7605,0.7525,Çerçevelik,1
328263,97938,1198.163,467.8307,0.199674923,268.0749,0.754350579,98900,353.1268,0.8195,0.9903,0.6757,0.8573,0.9,1.7451,0.7548,Çerçevelik,1
328266,103519,1246.477,484.0384,0.487885061,273.0449,0.786697621,104591,363.0489,0.8257,0.9898,0.6862,0.8373,0.8,1.7727,0.75,Çerçevelik,1
328270,84348,1115.329,439.8464,-0.297950216,244.5711,0.60137706,85024,327.7121,0.8312,0.992,0.7289,0.8521,0.9,1.7984,0.7451,Çerçevelik,1
328272,65624,995.299,393.2899,-1.125831735,213.1205,0.396682118,66348,289.0589,0.8404,0.9891,0.7567,0.8325,0.8,1.8454,0.735,Çerçevelik,1
328274,102990,1288.831,517.1858,1.077321978,254.9975,0.669236857,104350,362.1201,0.87,0.987,0.6066,0.7791,0.8,2.0282,0.7002,Çerçevelik,1
328277,80153,1097.812,438.9092,-0.314615785,233.091,0.526659299,80755,319.4589,0.8473,0.9925,0.6956,0.8357,0.8,1.883,0.7278,Çerçevelik,1
328279,72800,1039.773,412.7664,-0.779494824,225.1811,0.475178039,73462,304.4533,0.8381,0.991,0.6741,0.8462,0.8,1.833,0.7376,Çerçevelik,1
328282,92713,1204.684,485.3214,0.510699748,244.3846,0.600163232,93717,343.578,0.864,0.9893,0.7466,0.8028,0.8,1.9859,0.7079,Çerçevelik,1
328284,74371,1093.658,443.5495,-0.232100592,215.2343,0.410439698,75380,307.7208,0.8744,0.9866,0.7153,0.7814,0.8,2.0608,0.6938,Çerçevelik,1
328286,74028,1063.29,422.672,-0.603350501,224.2771,0.469294392,74635,307.0104,0.8476,0.9919,0.7244,0.8228,0.8,1.8846,0.7264,Çerçevelik,1
328290,73470,1048.552,419.0216,-0.668262999,223.7531,0.465883959,74086,305.8511,0.8455,0.9917,0.7423,0.8397,0.8,1.8727,0.7299,Çerçevelik,1
328292,72864,1032.774,399.5462,-1.014580349,232.9642,0.525834026,73463,304.5871,0.8124,0.9918,0.7046,0.8584,0.9,1.7151,0.7623,Çerçevelik,1
328293,98628,1204.172,460.7255,0.073328145,273.9251,0.792426367,99602,354.3686,0.8041,0.9902,0.7212,0.8547,0.9,1.6819,0.7692,Çerçevelik,1
328295,62557,985.763,400.6863,-0.994306752,199.0946,0.305395122,63163,282.2234,0.8678,0.9904,0.6115,0.809,0.8,2.0125,0.7044,Çerçevelik,1
328298,76848,1042.813,393.8825,-1.115293946,248.8834,0.629443488,77474,312.8033,0.7751,0.9919,0.7518,0.888,0.9,1.5826,0.7942,Çerçevelik,1
328300,80184,1083.688,422.7077,-0.602715673,242.2911,0.586537773,80947,319.5206,0.8194,0.9906,0.7315,0.858,0.9,1.7446,0.7559,Çerçevelik,1
328303,71962,1062.117,422.1195,-0.61317522,218.8709,0.434108361,72590,302.696,0.8551,0.9913,0.7131,0.8016,0.8,1.9286,0.7171,Çerçevelik,1
328307,91158,1164.478,456.3653,-0.004206227,254.9854,0.669158105,91932,340.6846,0.8293,0.9916,0.6796,0.8448,0.8,1.7898,0.7465,Çerçevelik,1
328308,73288,1020.899,385.1922,-1.269827443,243.4684,0.594200182,74070,305.4721,0.7749,0.9894,0.7388,0.8836,0.9,1.5821,0.793,Çerçevelik,1
328310,59113,921.904,356.5915,-1.77841359,211.5919,0.386733287,59565,274.3447,0.8049,0.9924,0.726,0.874,0.9,1.6853,0.7694,Çerçevelik,1
328312,90489,1180.429,468.9082,0.218835348,247.2828,0.619026048,91352,339.4321,0.8496,0.9906,0.7195,0.8161,0.8,1.8962,0.7239,Çerçevelik,1
328315,87843,1149.763,454.6367,-0.034944706,248.0094,0.623755094,88895,334.4326,0.8381,0.9882,0.7319,0.835,0.8,1.8331,0.7356,Çerçevelik,1
328316,95725,1212.273,480.4405,0.423906134,255.9378,0.675356761,96842,349.1144,0.8463,0.9885,0.6826,0.8185,0.8,1.8772,0.7267,Çerçevelik,1
328318,79055,1102.701,441.6971,-0.265040519,229.0911,0.500626114,79810,317.2632,0.855,0.9905,0.6296,0.817,0.8,1.928,0.7183,Çerçevelik,1
328321,83607,1129.057,443.0737,-0.240561409,241.0962,0.578760815,84452,326.2694,0.839,0.99,0.694,0.8242,0.8,1.8377,0.7364,Çerçevelik,1
328323,74217,1086.718,425.3621,-0.555514343,222.5791,0.458243028,75044,307.402,0.8522,0.989,0.7426,0.7897,0.8,1.9111,0.7227,Çerçevelik,1
328325,84099,1156.965,469.0068,0.220588682,230.2194,0.507969608,84751,327.228,0.8712,0.9923,0.721,0.7895,0.8,2.0372,0.6977,Çerçevelik,1
328327,74717,1094.608,440.8381,-0.280315512,216.1998,0.416723616,75451,308.4358,0.8715,0.9903,0.7234,0.7836,0.8,2.039,0.6997,Çerçevelik,1
328330,72433,1082.509,440.8155,-0.280717392,210.3908,0.378915977,73140,303.685,0.8788,0.9903,0.7269,0.7768,0.8,2.0952,0.6889,Çerçevelik,1
328332,64691,994.607,388.4194,-1.212440414,213.5622,0.399556904,65473,286.9968,0.8353,0.9881,0.6945,0.8218,0.8,1.8188,0.7389,Çerçevelik,1
328333,70357,1021.863,402.984,-0.953448368,222.6195,0.45850597,70876,299.3014,0.8336,0.9927,0.7653,0.8467,0.8,1.8102,0.7427,Çerçevelik,1
328335,70648,1083.971,446.422,-0.181020943,202.218,0.325723643,71749,299.9197,0.8915,0.9847,0.5765,0.7556,0.8,2.2076,0.6718,Çerçevelik,1
328337,101604,1218.636,467.8848,0.200636945,277.03,0.812634481,102438,359.6752,0.8059,0.9919,0.7538,0.8598,0.9,1.6889,0.7687,Çerçevelik,1
328341,82225,1072.577,392.3595,-1.142376385,267.3696,0.749760163,82951,323.5616,0.7319,0.9912,0.748,0.8982,0.9,1.4675,0.8247,Çerçevelik,1
328344,90332,1164.363,452.3181,-0.076174741,255.2347,0.670780664,91395,339.1375,0.8256,0.9884,0.6711,0.8373,0.8,1.7722,0.7498,Çerçevelik,1
328348,77669,1061.19,400.9049,-0.990419542,248.0882,0.624267961,78499,314.4698,0.7855,0.9894,0.7328,0.8667,0.9,1.616,0.7844,Çerçevelik,1
328351,82714,1110.892,424.8677,-0.564305911,249.006,0.630241425,83533,324.5223,0.8103,0.9902,0.7393,0.8423,0.8,1.7063,0.7638,Çerçevelik,1
328353,90502,1156.473,441.8533,-0.262262924,261.7291,0.7130492,91383,339.4565,0.8057,0.9904,0.702,0.8503,0.9,1.6882,0.7683,Çerçevelik,1
328354,96554,1214.057,475.0486,0.328025766,259.6984,0.699832472,97465,350.6228,0.8373,0.9907,0.6654,0.8232,0.8,1.8292,0.7381,Çerçevelik,1
328357,64911,987.247,388.9481,-1.203038913,213.654,0.400154381,65609,287.4844,0.8356,0.9894,0.7344,0.8369,0.8,1.8205,0.7391,Çerçevelik,1
328360,67668,1007.845,391.7248,-1.153662809,220.5169,0.444821284,68367,293.5261,0.8265,0.9898,0.7481,0.8372,0.8,1.7764,0.7493,Çerçevelik,1
328362,68713,1027.706,401.2474,-0.984329105,218.9231,0.434448102,69503,295.7839,0.838,0.9886,0.6857,0.8175,0.8,1.8328,0.7372,Çerçevelik,1
328365,92239,1213.792,484.2714,0.492028336,245.4672,0.60720929,93341,342.6986,0.862,0.9882,0.6955,0.7867,0.8,1.9729,0.7077,Çerçevelik,1
328366,68104,1023.06,387.1017,-1.235872147,225.8398,0.479465161,68988,294.4702,0.8122,0.9872,0.7431,0.8177,0.8,1.7141,0.7607,Çerçevelik,1
328368,74990,1086.548,439.5231,-0.303699233,217.9033,0.427810776,75772,308.9988,0.8685,0.9897,0.6735,0.7982,0.8,2.0171,0.703,Çerçevelik,1
328369,82106,1118.251,449.4076,-0.127930117,232.938,0.525663505,82725,323.3274,0.8552,0.9925,0.7631,0.8251,0.8,1.9293,0.7195,Çerçevelik,1
328373,92227,1205.53,481.6156,0.444802111,245.7167,0.60883315,93202,342.6763,0.8601,0.9895,0.702,0.7975,0.8,1.96,0.7115,Çerçevelik,1
328375,86344,1164.476,472.9563,0.290819865,233.3873,0.528587756,87249,331.5669,0.8698,0.9896,0.7207,0.8002,0.8,2.0265,0.7011,Çerçevelik,1
328378,84930,1124.789,436.0889,-0.364767198,248.9411,0.629819026,85806,328.8407,0.8211,0.9898,0.6729,0.8436,0.8,1.7518,0.7541,Çerçevelik,1
328382,84565,1178.591,485.3229,0.510726422,224.5235,0.470898076,85993,328.1334,0.8866,0.9834,0.7316,0.765,0.8,2.1616,0.6761,Çerçevelik,1
328386,78479,1080.805,406.187,-0.89649167,247.5426,0.620716946,79498,316.1053,0.7928,0.9872,0.7021,0.8442,0.8,1.6409,0.7782,Çerçevelik,1
328389,75821,1047.356,405.7418,-0.904408349,238.5428,0.562142116,76475,310.7061,0.8089,0.9914,0.729,0.8686,0.9,1.7009,0.7658,Çerçevelik,1
328390,65594,1017.748,408.5607,-0.854281831,205.4268,0.346607986,66341,288.9929,0.8644,0.9887,0.6633,0.7958,0.8,1.9888,0.7073,Çerçevelik,1
328393,66242,994.029,388.0023,-1.21985741,218.341,0.430659528,67004,290.4168,0.8266,0.9886,0.6813,0.8425,0.8,1.777,0.7485,Çerçevelik,1
328395,65981,959.577,355.6746,-1.794718179,236.8399,0.551058861,66749,289.8441,0.7461,0.9885,0.744,0.9005,0.9,1.5018,0.8149,Çerçevelik,1
328397,72410,1007.458,379.7803,-1.366063457,243.4289,0.593943098,73020,303.6367,0.7676,0.9916,0.7514,0.8965,0.9,1.5601,0.7995,Çerçevelik,1
328398,88750,1120.577,422.0802,-0.613874065,269.0306,0.760570714,89741,336.1547,0.7705,0.989,0.7334,0.8882,0.9,1.5689,0.7964,Çerçevelik,1
328400,57041,914.675,346.6923,-1.954444107,210.9707,0.382690232,57939,269.4937,0.7935,0.9845,0.7147,0.8568,0.9,1.6433,0.7773,Çerçevelik,1
328403,87086,1154.444,453.3588,-0.057668704,245.4135,0.606859786,87893,332.9885,0.8408,0.9908,0.7198,0.8211,0.8,1.8473,0.7345,Çerçevelik,1
328405,73040,1027.641,391.2823,-1.161531475,239.0666,0.565551247,73870,304.9548,0.7916,0.9888,0.7315,0.8691,0.9,1.6367,0.7794,Çerçevelik,1
328406,73152,1065.501,423.9322,-0.58094125,220.7345,0.446237525,73949,305.1885,0.8537,0.9892,0.6218,0.8097,0.8,1.9206,0.7199,Çerçevelik,1
328408,69181,998.679,383.5814,-1.298471167,231.0066,0.513093067,69895,296.7895,0.7983,0.9898,0.724,0.8717,0.9,1.6605,0.7737,Çerçevelik,1
328412,69547,1034.51,403.8535,-0.937986661,221.697,0.452501917,70769,297.5735,0.8359,0.9827,0.709,0.8166,0.8,1.8216,0.7368,Çerçevelik,1
328415,76356,1052.424,397.6275,-1.048699243,246.8013,0.615892225,77341,311.8004,0.7841,0.9873,0.6886,0.8663,0.9,1.6111,0.7842,Çerçevelik,1
328419,71191,1013.243,393.348,-1.124798584,231.2788,0.51486467,71813,301.0701,0.8089,0.9913,0.681,0.8714,0.9,1.7008,0.7654,Çerçevelik,1
328422,61589,989.151,389.2343,-1.19794962,203.103,0.331483629,62939,280.0313,0.8531,0.9786,0.6249,0.791,0.8,1.9164,0.7194,Çerçevelik,1
328424,96802,1217.707,488.0411,0.559062262,253.2319,0.657745522,97548,351.0728,0.8549,0.9924,0.6758,0.8204,0.8,1.9273,0.7194,Çerçevelik,1
328426,80207,1100.06,426.8217,-0.529559303,239.917,0.571086041,81076,319.5665,0.8271,0.9893,0.7297,0.8329,0.8,1.779,0.7487,Çerçevelik,1
328429,79661,1129.335,444.1217,-0.221925561,230.4431,0.50942555,80966,318.4769,0.8549,0.9839,0.7094,0.7849,0.8,1.9273,0.7171,Çerçevelik,1
328433,85778,1159.584,434.1433,-0.399364435,255.1073,0.669951486,87489,330.4784,0.8091,0.9804,0.6642,0.8016,0.8,1.7018,0.7612,Çerçevelik,1
328436,91162,1195.957,479.1129,0.400298356,242.9588,0.590883471,92074,340.692,0.8619,0.9901,0.6405,0.8009,0.8,1.972,0.7111,Çerçevelik,1
328437,84130,1126.564,447.3685,-0.164189999,241.2191,0.579560705,84737,327.2883,0.8422,0.9928,0.7539,0.833,0.8,1.8546,0.7316,Çerçevelik,1
328440,71468,1032.146,405.0498,-0.916713699,226.059,0.480891815,72145,301.6552,0.8298,0.9906,0.7124,0.843,0.8,1.7918,0.7447,Çerçevelik,1
328443,85968,1168.743,479.1606,0.401146572,229.2326,0.501547061,87008,330.8442,0.8781,0.988,0.7495,0.7909,0.8,2.0903,0.6905,Çerçevelik,1
328445,75155,1060.383,420.5042,-0.641898965,228.5685,0.497224793,75805,309.3385,0.8394,0.9914,0.6503,0.8399,0.8,1.8397,0.7356,Çerçevelik,1
328449,85845,1146.836,448.2873,-0.147851624,246.6565,0.6149498,86787,330.6074,0.835,0.9891,0.6854,0.8202,0.8,1.8175,0.7375,Çerçevelik,1
328451,103124,1266.602,512.6586,0.996817963,257.3235,0.684375533,104002,362.3556,0.8649,0.9916,0.6457,0.8078,0.8,1.9923,0.7068,Çerçevelik,1
328453,82804,1112.392,434.9627,-0.384793621,243.2643,0.592871805,83603,324.6988,0.829,0.9904,0.6944,0.8409,0.8,1.788,0.7465,Çerçevelik,1
328454,102947,1272.418,485.8772,0.520583149,271.2635,0.775103452,104560,362.0445,0.8296,0.9846,0.6668,0.799,0.8,1.7912,0.7451,Çerçevelik,1
328456,72519,1041.227,413.2742,-0.770464974,224.0976,0.468126124,73130,303.8652,0.8402,0.9916,0.6903,0.8406,0.8,1.8442,0.7353,Çerçevelik,1
328458,90535,1163.806,450.5074,-0.108373146,258.1205,0.689562775,91927,339.5184,0.8196,0.9849,0.7492,0.84,0.8,1.7453,0.7536,Çerçevelik,1
328462,83512,1077.152,405.1468,-0.914988816,262.808,0.720071177,84085,326.084,0.7611,0.9932,0.761,0.9045,0.9,1.5416,0.8049,Çerçevelik,1
328466,87169,1142.486,438.4773,-0.322295959,254.6321,0.666858666,87929,333.1471,0.8141,0.9914,0.7317,0.8392,0.8,1.722,0.7598,Çerçevelik,1
328468,75885,1061.518,410.0357,-0.828052943,236.9251,0.551613382,76562,310.8372,0.8162,0.9912,0.7507,0.8463,0.8,1.7307,0.7581,Çerçevelik,1
328469,86861,1111.035,416.7871,-0.707997542,266.8787,0.746565161,87868,332.5581,0.7681,0.9885,0.7148,0.8843,0.9,1.5617,0.7979,Çerçevelik,1
328472,95914,1203.477,468.41,0.209976207,269.2576,0.762048134,98178,349.4589,0.8183,0.9769,0.7389,0.8322,0.8,1.7396,0.7461,Çerçevelik,1
328474,73662,1050.083,407.465,-0.873765894,231.4105,0.515721834,74267,306.2505,0.8231,0.9919,0.6834,0.8395,0.8,1.7608,0.7516,Çerçevelik,1
328475,75340,1051.106,396.5665,-1.06756626,242.821,0.589986606,76130,309.719,0.7906,0.9896,0.7423,0.8569,0.9,1.6332,0.781,Çerçevelik,1
328479,71306,1059.476,416.1416,-0.719476015,219.5131,0.438288093,72049,301.3132,0.8496,0.9897,0.7258,0.7983,0.8,1.8957,0.7241,Çerçevelik,1
328482,78249,1094.307,422.0653,-0.614139021,239.7967,0.570303073,79377,315.6418,0.8229,0.9858,0.6689,0.8211,0.8,1.7601,0.7479,Çerçevelik,1
328484,85386,1138.193,438.2698,-0.325985786,248.8453,0.629195515,86282,329.7224,0.8232,0.9896,0.7093,0.8283,0.8,1.7612,0.7523,Çerçevelik,1
328486,81531,1145.799,458.4715,0.033246847,227.7827,0.492110446,82479,322.1933,0.8678,0.9885,0.769,0.7804,0.8,2.0128,0.7028,Çerçevelik,1
328489,80105,1128.587,452.3831,-0.075018891,225.9261,0.480026841,80976,319.3632,0.8664,0.9892,0.6118,0.7903,0.8,2.0023,0.706,Çerçevelik,1
328491,63117,991.853,398.9717,-1.024796279,202.2415,0.325876592,63647,283.4838,0.862,0.9917,0.6982,0.8062,0.8,1.9727,0.7105,Çerçevelik,1
328494,75824,1079.873,424.3345,-0.573787432,228.5296,0.496971614,76700,310.7123,0.8426,0.9886,0.6445,0.8171,0.8,1.8568,0.7322,Çerçevelik,1
328496,82959,1137.98,454.3305,-0.040389646,234.7716,0.537597415,83835,325.0026,0.8561,0.9896,0.6897,0.805,0.8,1.9352,0.7153,Çerçevelik,1
328498,70952,1060.149,422.9132,-0.599061411,214.1723,0.403527715,71667,300.5643,0.8623,0.99,0.6304,0.7933,0.8,1.9746,0.7107,Çerçevelik,1
328501,71503,1050.588,416.378,-0.71527228,220.4251,0.444223808,72468,301.7291,0.8484,0.9867,0.7139,0.8141,0.8,1.889,0.7247,Çerçevelik,1
328503,98177,1266.068,510.2399,0.95380792,246.4307,0.61348019,99550,353.5574,0.8756,0.9862,0.6241,0.7697,0.8,2.0705,0.6929,Çerçevelik,1
328505,89393,1161.557,445.7125,-0.193637483,258.2717,0.690546854,90729,337.3703,0.815,0.9853,0.6795,0.8326,0.8,1.7258,0.7569,Çerçevelik,1
328508,99852,1253.105,505.2826,0.865655739,252.7822,0.654818668,100725,356.5607,0.8659,0.9913,0.7317,0.7991,0.8,1.9989,0.7057,Çerçevelik,1
328511,92541,1171.761,464.0699,0.132799259,254.9294,0.668793631,93348,343.2592,0.8356,0.9914,0.7325,0.847,0.8,1.8204,0.7397,Çerçevelik,1
328513,71747,1039.348,410.1917,-0.825278905,223.386,0.463494704,72431,302.2435,0.8387,0.9906,0.7445,0.8346,0.8,1.8362,0.7368,Çerçevelik,1
328514,66407,981.3,371.4689,-1.513859242,228.8727,0.499204666,67132,290.7783,0.7876,0.9892,0.7156,0.8666,0.9,1.623,0.7828,Çerçevelik,1
328518,76030,1092.939,436.158,-0.363538441,222.7669,0.459465317,77151,311.1341,0.8597,0.9855,0.7068,0.7998,0.8,1.9579,0.7134,Çerçevelik,1
328519,75106,1102.149,454.7031,-0.033763962,211.1795,0.384049199,75851,309.2377,0.8856,0.9902,0.7586,0.777,0.8,2.1532,0.6801,Çerçevelik,1
328522,66709,1015.323,405.1613,-0.914730972,211.1542,0.383884535,67431,291.4387,0.8535,0.9893,0.7179,0.8132,0.8,1.9188,0.7193,Çerçevelik,1
328526,67568,987.231,381.756,-1.330930973,226.3355,0.482691404,68124,293.3091,0.8053,0.9918,0.7385,0.8712,0.9,1.6867,0.7683,Çerçevelik,1
328528,66198,1011.865,415.459,-0.731614211,203.5113,0.334141033,66773,290.3204,0.8718,0.9914,0.6375,0.8125,0.8,2.0415,0.6988,Çerçevelik,1
328530,65804,992.989,387.2009,-1.234108143,218.3521,0.430731772,66911,289.4551,0.8258,0.9835,0.6548,0.8386,0.8,1.7733,0.7476,Çerçevelik,1
328532,70573,1014.861,392.7862,-1.134788678,229.9605,0.506284568,71377,299.7605,0.8107,0.9887,0.6793,0.8611,0.9,1.7081,0.7632,Çerçevelik,1
328534,74431,1046.008,408.087,-0.862705306,232.7185,0.524234898,75075,307.8449,0.8215,0.9914,0.6733,0.8549,0.9,1.7536,0.7544,Çerçevelik,1
328536,94983,1198.26,477.5088,0.371773773,253.8058,0.661480727,95906,347.7587,0.847,0.9904,0.7302,0.8313,0.8,1.8814,0.7283,Çerçevelik,1
328538,85899,1126.533,442.4507,-0.25163978,247.9813,0.623572207,86772,330.7114,0.8282,0.9899,0.7253,0.8506,0.9,1.7842,0.7475,Çerçevelik,1
328541,75537,1045.775,400.8564,-0.991281984,240.3548,0.573935444,76235,310.1237,0.8003,0.9908,0.7054,0.8679,0.9,1.6678,0.7737,Çerçevelik,1
